exception_id,reporting_month,customer_id,exception_type,severity,description,suggested_action
EXC00204,2025-02,CUST0036,Payment after due date,Low,Payment for invoice INV000087 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00205,2025-02,CUST0032,Payment after due date,Low,Payment for invoice INV000092 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00206,2025-02,CUST0065,Payment after due date,Low,Payment for invoice INV000093 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00207,2025-02,CUST0057,Payment after due date,Low,Payment for invoice INV000101 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00208,2025-02,CUST0053,Payment after due date,Low,Payment for invoice INV000105 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00209,2025-02,CUST0077,Payment after due date,Low,Payment for invoice INV000106 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00210,2025-02,CUST0013,Payment after due date,Low,Payment for invoice INV000108 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00211,2025-02,CUST0045,Payment after due date,Low,Payment for invoice INV000110 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00212,2025-03,CUST0071,Payment after due date,Low,Payment for invoice INV000114 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00213,2025-03,CUST0027,Payment after due date,Low,Payment for invoice INV000116 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00214,2025-03,CUST0060,Payment after due date,Low,Payment for invoice INV000118 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00215,2025-03,CUST0010,Payment after due date,Low,Payment for invoice INV000135 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00216,2025-03,CUST0022,Payment after due date,Low,Payment for invoice INV000138 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00217,2025-03,CUST0045,Payment after due date,Low,Payment for invoice INV000139 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00218,2025-03,CUST0059,Payment after due date,Low,Payment for invoice INV000140 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00219,2025-03,CUST0025,Payment after due date,Low,Payment for invoice INV000147 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00220,2025-03,CUST0058,Payment after due date,Low,Payment for invoice INV000149 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00221,2025-03,CUST0066,Payment after due date,Low,Payment for invoice INV000151 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00222,2025-03,CUST0031,Payment after due date,Low,Payment for invoice INV000154 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00223,2025-03,CUST0011,Payment after due date,Low,Payment for invoice INV000155 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00224,2025-03,CUST0049,Payment after due date,Low,Payment for invoice INV000163 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00225,2025-04,CUST0016,Payment after due date,Low,Payment for invoice INV000166 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00226,2025-04,CUST0037,Payment after due date,Low,Payment for invoice INV000167 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00227,2025-04,CUST0055,Payment after due date,Low,Payment for invoice INV000169 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00228,2025-04,CUST0039,Payment after due date,Low,Payment for invoice INV000172 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00229,2025-04,CUST0030,Payment after due date,Low,Payment for invoice INV000188 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00230,2025-04,CUST0006,Payment after due date,Low,Payment for invoice INV000190 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00231,2025-04,CUST0005,Payment after due date,Low,Payment for invoice INV000191 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00232,2025-04,CUST0035,Payment after due date,Low,Payment for invoice INV000192 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00233,2025-04,CUST0028,Payment after due date,Low,Payment for invoice INV000195 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00234,2025-04,CUST0046,Payment after due date,Low,Payment for invoice INV000196 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00235,2025-04,CUST0004,Payment after due date,Low,Payment for invoice INV000201 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00236,2025-04,CUST0015,Payment after due date,Low,Payment for invoice INV000204 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00237,2025-04,CUST0029,Payment after due date,Low,Payment for invoice INV000206 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00238,2025-04,CUST0053,Payment after due date,Low,Payment for invoice INV000208 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00239,2025-04,CUST0060,Payment after due date,Low,Payment for invoice INV000209 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00240,2025-04,CUST0059,Payment after due date,Low,Payment for invoice INV000211 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00241,2025-04,CUST0048,Payment after due date,Low,Payment for invoice INV000212 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00242,2025-04,CUST0023,Payment after due date,Low,Payment for invoice INV000214 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00243,2025-04,CUST0079,Payment after due date,Low,Payment for invoice INV000215 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00244,2025-04,CUST0043,Payment after due date,Low,Payment for invoice INV000217 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00245,2025-05,CUST0042,Payment after due date,Low,Payment for invoice INV000222 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00246,2025-05,CUST0071,Payment after due date,Low,Payment for invoice INV000233 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00247,2025-05,CUST0059,Payment after due date,Low,Payment for invoice INV000234 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00248,2025-05,CUST0063,Payment after due date,Low,Payment for invoice INV000235 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00249,2025-05,CUST0037,Payment after due date,Low,Payment for invoice INV000236 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00250,2025-05,CUST0068,Payment after due date,Low,Payment for invoice INV000237 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00251,2025-05,CUST0077,Payment after due date,Low,Payment for invoice INV000242 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00252,2025-05,CUST0030,Payment after due date,Low,Payment for invoice INV000246 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00253,2025-05,CUST0006,Payment after due date,Low,Payment for invoice INV000248 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00254,2025-05,CUST0043,Payment after due date,Low,Payment for invoice INV000249 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00255,2025-05,CUST0029,Payment after due date,Low,Payment for invoice INV000250 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00256,2025-05,CUST0052,Payment after due date,Low,Payment for invoice INV000251 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00257,2025-05,CUST0049,Payment after due date,Low,Payment for invoice INV000252 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00258,2025-05,CUST0057,Payment after due date,Low,Payment for invoice INV000254 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00259,2025-05,CUST0015,Payment after due date,Low,Payment for invoice INV000255 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00260,2025-05,CUST0036,Payment after due date,Low,Payment for invoice INV000256 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00261,2025-05,CUST0039,Payment after due date,Low,Payment for invoice INV000257 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00262,2025-05,CUST0051,Payment after due date,Low,Payment for invoice INV000263 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00263,2025-05,CUST0054,Payment after due date,Low,Payment for invoice INV000268 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00264,2025-05,CUST0008,Payment after due date,Low,Payment for invoice INV000270 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00265,2025-05,CUST0038,Payment after due date,Low,Payment for invoice INV000274 was received after the due date.,Monitor for repeated late-payment patterns in future reporting cycles.
EXC00266,2025-12,CUST0018,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00267,2025-12,CUST0050,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00268,2025-12,CUST0070,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00269,2025-12,CUST0003,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00270,2025-12,CUST0005,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00271,2025-12,CUST0029,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00272,2025-12,CUST0020,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00273,2025-12,CUST0017,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00274,2025-12,CUST0049,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00275,2025-12,CUST0076,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00276,2025-12,CUST0065,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00277,2025-12,CUST0031,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00278,2025-12,CUST0009,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00279,2025-12,CUST0011,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00280,2025-12,CUST0006,High overdue ratio,High,Customer has overdue amount above 30% of total invoiced amount.,Review payment behavior and follow up with account manager.
EXC00281,2025-12,CUST0002,Inactive customer with open invoice,High,Inactive customer still has an open invoice in the reporting base.,Confirm account status and invoice ownership before report publication.
EXC00282,2025-01,CUST0003,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00283,2025-01,CUST0038,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00284,2025-02,CUST0016,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00285,2025-02,CUST0003,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00286,2025-02,CUST0038,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00287,2025-03,CUST0016,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00288,2025-03,CUST0035,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00289,2025-03,CUST0015,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00290,2025-03,CUST0077,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00291,2025-03,CUST0038,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00292,2025-03,CUST0025,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00293,2025-03,CUST0073,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00294,2025-03,CUST0036,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00295,2025-03,CUST0003,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00296,2025-04,CUST0016,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00297,2025-04,CUST0003,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00298,2025-04,CUST0020,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00299,2025-04,CUST0073,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00300,2025-04,CUST0035,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00301,2025-04,CUST0041,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00302,2025-04,CUST0025,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00303,2025-04,CUST0077,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00304,2025-04,CUST0015,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00305,2025-04,CUST0038,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00306,2025-04,CUST0033,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00307,2025-05,CUST0060,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00308,2025-05,CUST0016,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00309,2025-05,CUST0041,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00310,2025-05,CUST0077,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00311,2025-05,CUST0025,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00312,2025-05,CUST0015,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00313,2025-05,CUST0036,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00314,2025-05,CUST0073,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00315,2025-05,CUST0010,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00316,2025-05,CUST0035,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00317,2025-05,CUST0038,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00318,2025-06,CUST0041,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00319,2025-06,CUST0003,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00320,2025-06,CUST0020,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00321,2025-06,CUST0024,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00322,2025-06,CUST0023,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00323,2025-06,CUST0073,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00324,2025-06,CUST0033,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00325,2025-06,CUST0040,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00326,2025-06,CUST0035,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00327,2025-06,CUST0038,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00328,2025-06,CUST0036,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00329,2025-06,CUST0056,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00330,2025-06,CUST0060,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00331,2025-06,CUST0025,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00332,2025-06,CUST0001,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00333,2025-06,CUST0016,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00334,2025-06,CUST0015,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00335,2025-07,CUST0016,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00336,2025-07,CUST0060,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00337,2025-07,CUST0040,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00338,2025-07,CUST0001,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00339,2025-07,CUST0014,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00340,2025-07,CUST0025,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00341,2025-07,CUST0015,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00342,2025-07,CUST0048,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00343,2025-07,CUST0038,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00344,2025-07,CUST0003,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00345,2025-07,CUST0024,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00346,2025-07,CUST0056,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00347,2025-07,CUST0010,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00348,2025-07,CUST0036,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00349,2025-07,CUST0073,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00350,2025-07,CUST0035,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00351,2025-07,CUST0023,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00352,2025-07,CUST0030,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00353,2025-07,CUST0020,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00354,2025-07,CUST0041,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00355,2025-08,CUST0056,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00356,2025-08,CUST0048,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00357,2025-08,CUST0033,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00358,2025-08,CUST0020,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00359,2025-08,CUST0010,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00360,2025-08,CUST0059,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
EXC00361,2025-08,CUST0009,Contract expired but invoice active,Medium,Invoice date is after the recorded contract end date.,Validate contract renewal status or correct contract metadata.
